id,amount,source,cid
26844,35,3,30057
26845,294,3,33689
26846,653,3,2327
26847,503,1,39101
26848,741,1,45813
26849,996,3,41994
26850,11,1,34301
26851,914,1,22679
26852,651,1,9094
26853,345,1,25627
26854,53,2,18580
26855,603,1,19015
26856,725,2,7627
26857,734,1,28285
26858,203,3,45267
26859,489,2,37525
26860,498,3,27595
26861,229,1,5351
26862,813,3,43109
26863,174,2,43140
26864,168,1,22497
26865,837,1,49921
26866,736,2,4716
26867,615,3,48579
26868,502,2,601
26869,154,1,40208
26870,93,1,22466
26871,442,3,40265
26872,956,2,36490
26873,436,1,18712
26874,723,2,44596
26875,549,1,49446
26876,644,1,41372
26877,717,2,34410
26878,408,2,26902
26879,708,1,25011
26880,514,3,35903
26881,689,3,1490
26882,22,3,20157
26883,883,3,38980
26884,24,3,15204
26885,1,3,31354
26886,578,2,5030
26887,191,1,44339
26888,977,3,12132
26889,189,3,16751
26890,547,1,29051
26891,603,1,38742
26892,867,1,34765
26893,573,3,46522
26894,161,2,42456
26895,291,1,31916
26896,254,2,23464
26897,907,1,35912
26898,388,2,44396
26899,493,3,28292
26900,663,3,41611
26901,237,1,40761
26902,857,2,47312
26903,337,2,15202
26904,127,1,25193
26905,203,2,44628
26906,327,1,38961
26907,599,2,48713
26908,599,1,26087
26909,434,1,16095
26910,409,2,22585
26911,196,3,3820
26912,765,2,28892
26913,416,3,2543
26914,297,2,31264
26915,145,3,3406
26916,375,2,42224
26917,934,1,12665
26918,384,3,19194
26919,33,2,34111
26920,234,3,36835
26921,275,3,40283
26922,513,1,14133
26923,915,2,30496
26924,385,2,45017
26925,426,3,29567
26926,836,3,47812
26927,631,1,3363
26928,291,3,46540
26929,147,2,23676
26930,943,1,19420
26931,108,2,18937
26932,826,1,40362
26933,718,2,2463
26934,678,3,47318
26935,253,2,10128
26936,469,2,45930
26937,274,2,7748
26938,87,1,12217
26939,788,1,7225
26940,187,3,34100
26941,392,3,26564
26942,200,3,6161
26943,470,1,46355
26944,578,2,28689
26945,257,2,33236
26946,61,3,47163
26947,696,1,3544
26948,71,1,25788
26949,597,3,31932
26950,43,2,23497
26951,635,3,34421
26952,258,2,42390
26953,595,2,14154
26954,80,3,9875
26955,431,1,40557
26956,221,2,6210
26957,188,2,31249
26958,208,3,34566
26959,103,3,32735
26960,758,2,7883
26961,75,3,9688
26962,307,3,26535
26963,37,1,46869
26964,370,3,32450
26965,481,3,4863
26966,265,3,30209
26967,813,2,16297
26968,727,1,40915
26969,492,3,32874
26970,602,3,37994
26971,19,1,34073
26972,475,3,35935
26973,426,1,26861
26974,553,2,9676
26975,620,1,14011
26976,950,3,35997
26977,411,3,37270
26978,69,1,33904
26979,589,2,4685
26980,419,3,18677
26981,836,1,14421
26982,492,1,10576
26983,102,3,43869
26984,899,1,47080
26985,536,2,31827
26986,718,2,33222
26987,379,2,32470
26988,846,2,19282
26989,176,3,30904
26990,699,3,17060
26991,847,1,27214
26992,270,3,35886
26993,289,3,29455
26994,91,2,36502
26995,319,3,44202
26996,174,2,33169
26997,437,2,10431
26998,424,2,8636
26999,428,2,47595
27000,993,3,19564
27001,243,1,6579
27002,223,3,26879
27003,314,3,16430
27004,777,1,47810
27005,331,3,20552
27006,719,3,34123
27007,170,3,32797
27008,919,1,32498
27009,126,3,46800
27010,813,1,47972
27011,739,1,27607
27012,134,2,8126
27013,126,1,4871
27014,708,2,47330
27015,629,3,3187
27016,978,1,7295
27017,303,1,28180
27018,765,1,19503
27019,342,1,2870
27020,700,2,26636
27021,971,2,35004
27022,968,3,37983
27023,360,1,40431
27024,554,3,18521
27025,612,1,12083
27026,373,1,25520
27027,120,3,31055
27028,466,1,25628
27029,22,3,41790
27030,734,3,702
27031,632,1,9629
27032,330,2,8339
27033,713,3,6876
27034,87,2,32969
27035,388,2,34063
27036,779,2,32624
27037,820,3,11118
27038,664,2,11370
27039,674,3,27220
27040,462,2,24024
27041,604,3,34651
27042,464,2,45511
27043,743,2,41799
27044,344,2,34068
27045,756,3,33017
27046,276,3,35866
27047,394,1,10504
27048,573,2,25333
27049,36,2,6822
27050,2,2,22487
27051,529,3,31163
27052,24,1,5597
27053,983,1,38683
27054,889,1,12161
27055,145,3,33914
27056,496,2,11919
27057,936,2,44699
27058,410,2,9461
27059,624,2,8093
27060,169,1,48472
27061,499,3,2422
27062,77,1,47984
27063,945,2,29483
27064,776,3,37591
27065,183,3,16
27066,144,1,38808
27067,502,3,12804
27068,751,3,20786
27069,175,2,34968
27070,693,3,12105
27071,610,3,7917
27072,357,2,20466
27073,673,2,20207
27074,855,1,8379
27075,15,1,15964
27076,837,2,12642
27077,454,2,45314
27078,743,3,17394
27079,89,3,26027
27080,527,3,13111
27081,244,2,42855
27082,114,1,8838
27083,927,1,39202
27084,912,1,22090
27085,672,3,11518
27086,960,3,47163
27087,410,3,21798
27088,851,3,472
27089,492,2,16023
27090,762,1,19209
27091,329,2,39250
27092,212,2,24102
27093,397,3,31065
27094,77,2,8088
27095,719,1,8824
27096,950,3,24857
27097,743,2,6698
27098,809,1,34386
27099,31,3,35190
27100,57,1,30362
27101,590,2,41151
27102,721,2,24144
27103,770,1,27291
27104,685,3,17193
27105,728,1,13133
27106,790,1,49343
27107,683,2,8802
27108,57,3,46154
27109,291,1,42905
27110,183,3,45539
27111,274,3,23749
27112,748,3,32567
27113,947,1,35237
27114,123,1,13092
27115,463,3,218
27116,37,3,23210
27117,31,1,11919
27118,387,3,216
27119,945,2,32317
27120,619,1,23792
27121,237,1,7139
27122,955,1,6545
27123,380,2,16232
27124,929,2,16031
27125,506,3,41256
27126,869,1,2011
27127,337,1,47544
27128,416,3,32648
27129,154,2,24625
27130,798,3,42820
27131,141,1,20303
27132,384,1,7119
27133,284,3,21871
27134,127,1,5804
27135,997,2,24528
27136,1001,2,45654
27137,936,1,28906
27138,307,2,21702
27139,269,2,32254
27140,441,1,28889
27141,511,3,18974
27142,403,2,49742
27143,130,1,17308
27144,658,3,26125
27145,491,1,31661
27146,778,3,16367
27147,707,3,9821
27148,818,2,33687
27149,578,2,41150
27150,159,3,32517
27151,476,1,5073
27152,471,2,46613
27153,822,2,37390
27154,845,1,3030
27155,690,3,36208
27156,870,2,28638
27157,603,1,12985
27158,163,3,46155
27159,540,1,5903
27160,160,1,34591
27161,464,2,25799
27162,219,2,18115
27163,648,2,9993
27164,174,3,2034
27165,606,1,1375
27166,373,3,5268
27167,863,1,34589
27168,764,3,5383
27169,317,2,8983
27170,570,1,10661
27171,368,2,32204
27172,151,1,25472
27173,883,3,38726
27174,971,2,7963
27175,681,1,45477
27176,370,2,2404
27177,157,2,29536
27178,721,2,26121
27179,352,2,27277
27180,943,2,12968
27181,457,2,21084
27182,338,1,37275
27183,141,2,28387
27184,717,3,49548
27185,663,2,14287
27186,448,2,9936
27187,355,1,4326
27188,246,2,24682
27189,992,1,6619
27190,592,1,46537
27191,999,1,39613
27192,837,3,39812
27193,491,3,17279
27194,767,2,1076
27195,454,3,22963
27196,237,2,4652
27197,550,3,21089
27198,61,1,13660
27199,859,3,24242
27200,747,3,3544
27201,183,1,12250
27202,956,3,32834
27203,798,2,35161
27204,372,2,3515
27205,433,3,39226
27206,404,2,23056
27207,876,1,21479
27208,452,3,29245
27209,983,3,8033
27210,721,2,5436
27211,797,2,28343
27212,753,1,32948
27213,664,3,6784
27214,256,2,14281
27215,929,1,40862
27216,957,3,46742
27217,273,2,37763
27218,45,3,35087
27219,160,3,34658
27220,424,2,8088
27221,587,3,41606
27222,332,3,42397
27223,27,3,12704
27224,328,3,1475
27225,810,1,13329
27226,463,1,40681
27227,593,1,4447
27228,405,2,2504
27229,489,1,5100
27230,2,1,36068
27231,266,2,29170
27232,566,2,39691
27233,90,1,20094
27234,301,1,5117
27235,728,3,13035
27236,956,3,12863
27237,42,1,827
27238,847,1,10189
27239,891,2,23818
27240,642,2,33236
27241,227,2,42475
27242,785,3,28837
27243,263,3,9577
27244,636,1,40797
27245,593,3,36494
27246,287,3,41287
27247,177,1,43410
27248,776,3,48199
27249,519,3,12046
27250,472,1,29058
27251,105,1,25724
27252,716,1,17872
27253,386,3,23163
27254,939,2,4306
27255,51,1,24047
27256,435,1,13460
27257,650,2,45749
27258,999,1,2409
27259,490,3,27405
27260,624,2,38086
27261,601,1,3466
27262,204,1,3628
27263,893,1,29393
27264,359,3,11765
27265,650,2,48340
27266,16,1,39817
27267,147,3,30732
27268,433,1,6536
27269,626,2,27242
27270,233,3,5963
27271,652,1,31212
27272,677,1,46241
27273,651,2,18609
27274,914,3,8560
27275,186,3,14719
27276,581,1,8840
27277,251,2,1986
27278,203,3,47569
27279,472,1,38950
27280,801,1,5705
27281,591,3,39056
27282,77,2,9592
27283,755,3,42392
27284,292,1,15365
27285,995,1,11042
27286,124,3,42825
27287,460,2,13567
27288,15,1,35656
27289,999,2,15598
27290,960,3,1639
27291,912,1,24708
27292,221,1,10709
27293,607,2,17253
27294,161,3,6805
27295,206,1,18863
27296,888,2,12930
27297,221,1,46232
27298,306,3,45114
27299,875,1,37838
27300,552,3,49532
27301,49,3,38489
27302,928,3,11095
27303,349,3,24337
27304,106,3,25637
27305,109,3,43760
27306,561,3,34128
27307,543,2,48431
27308,68,3,33510
27309,292,3,27226
27310,292,2,22457
27311,177,3,15908
27312,339,3,22408
27313,89,1,23942
27314,742,3,3462
27315,330,3,35409
27316,950,3,32841
27317,363,3,2950
27318,857,3,37585
27319,625,1,4842
27320,33,2,38138
27321,408,2,17724
27322,464,3,34876
27323,789,1,48057
27324,981,1,48249
27325,226,1,16889
27326,241,3,20084
27327,469,3,27701
27328,610,2,13641
27329,976,1,29705
27330,761,1,27899
27331,672,2,35618
27332,380,3,36483
27333,277,2,32777
27334,429,3,4602
27335,298,1,46097
27336,383,2,26692
27337,296,2,23253
27338,587,1,215
27339,555,3,35321
27340,39,2,2170
27341,639,1,6460
27342,536,1,32217
27343,368,1,46300
27344,835,3,20627
27345,313,2,11598
27346,9,1,48633
27347,211,2,34884
27348,427,2,3014
27349,523,3,45331
27350,33,3,30430
27351,140,1,43391
27352,82,1,32379
27353,429,2,41513
27354,754,2,18948
27355,893,3,24119
27356,990,3,41252
27357,869,1,20931
27358,559,3,1906
27359,373,3,24094
27360,190,3,36991
27361,467,1,35449
27362,522,2,300
27363,56,3,32201
27364,969,3,17173
27365,197,2,20227
27366,693,1,18653
27367,906,1,30841
27368,341,3,6651
27369,232,1,26960
27370,553,1,49334
27371,544,1,9292
27372,667,1,10255
27373,678,1,15546
27374,463,2,705
27375,831,2,19345
27376,534,3,29701
27377,817,3,29382
27378,109,2,14690
27379,16,3,11814
27380,505,3,11502
27381,828,1,6820
27382,946,2,28643
27383,820,2,9875
27384,452,3,45911
27385,636,3,15256
27386,887,2,32769
27387,687,2,49942
27388,271,3,30572
27389,655,3,2692
27390,285,1,8045
27391,855,2,38422
27392,739,1,3906
27393,258,2,40605
27394,329,2,16726
27395,847,1,4337
27396,38,1,40758
27397,463,1,2354
27398,608,1,41951
27399,413,2,30380
27400,101,2,44982
27401,128,2,359
27402,817,1,7627
27403,775,3,18541
27404,736,1,14556
27405,291,1,16193
27406,491,2,27966
27407,312,3,34427
27408,564,3,28764
27409,211,2,27627
27410,125,3,43527
27411,152,3,2512
27412,766,2,19293
27413,619,1,23457
27414,781,2,30800
27415,673,1,14153
27416,62,1,36716
27417,567,2,48262
27418,571,3,47314
27419,148,2,33992
27420,391,1,24489
27421,190,2,22744
27422,827,1,37657
27423,989,3,49995
27424,2,3,3529
27425,545,1,42262
27426,156,1,43452
27427,954,1,37366
27428,116,2,24907
27429,127,2,23482
27430,254,2,46788
27431,888,2,24889
27432,587,1,30600
27433,349,3,43501
27434,800,2,24240
27435,302,2,8150
27436,736,1,13171
27437,934,1,9408
27438,219,3,31615
27439,210,3,48762
27440,936,1,34075
27441,872,2,37073
27442,18,2,15755
27443,110,1,9286
27444,767,1,36595
27445,361,2,9664
27446,271,1,15373
27447,484,3,18667
27448,514,3,12857
27449,764,3,21557
27450,672,3,2020
27451,740,2,16741
27452,737,1,22626
27453,125,2,13982
27454,17,2,6103
27455,155,1,17212
27456,467,3,20236
27457,459,2,25305
27458,712,2,10057
27459,34,3,20865
27460,797,3,3288
27461,233,1,22820
27462,232,2,18723
27463,156,3,34797
27464,513,2,24986
27465,805,2,32320
27466,683,2,26202
27467,270,2,3907
27468,398,2,21612
27469,96,1,44710
27470,782,1,17771
27471,395,3,21480
27472,382,2,7457
27473,352,3,9403
27474,197,1,9227
27475,561,3,15857
27476,855,3,20995
27477,918,1,37226
27478,724,1,43546
27479,361,3,48062
27480,988,2,10701
27481,192,3,6159
27482,783,3,28705
27483,623,2,13227
27484,703,3,9642
27485,842,3,34442
27486,251,2,39213
27487,706,2,49646
27488,509,3,42168
27489,48,2,36392
27490,402,1,8612
27491,531,3,6895
27492,235,3,21911
27493,705,2,3705
27494,971,1,35189
27495,724,3,33904
27496,770,3,14432
27497,671,2,14676
27498,714,1,40325
27499,617,3,41702
27500,802,2,19242
27501,819,3,12745
27502,503,2,19887
27503,2,2,7468
27504,403,3,17939
27505,418,2,1049
27506,387,1,21236
27507,801,2,26370
27508,647,1,48641
27509,715,2,28536
27510,123,3,19842
27511,746,3,47060
27512,103,3,20838
27513,912,1,35019
27514,50,2,9888
27515,648,3,47847
27516,140,3,26641
27517,837,2,27993
27518,305,1,21334
27519,501,3,39662
27520,724,3,22411
27521,209,2,34004
27522,631,3,15852
27523,133,1,5540
27524,199,1,41273
27525,43,3,19892
27526,152,2,46812
27527,861,3,37407
27528,194,1,24011
27529,355,3,35940
27530,185,2,2111
27531,971,3,45883
27532,381,3,7702
27533,450,2,21978
27534,800,3,24144
27535,529,1,5748
27536,711,1,9551
27537,638,2,49225
27538,775,3,22664
27539,321,2,31188
27540,897,3,4559
27541,681,3,42212
27542,541,2,9214
27543,731,2,9058
27544,18,2,31787
27545,267,2,40108
27546,468,1,23926
27547,16,2,8180
27548,684,3,42738
27549,54,1,46752
27550,939,1,46261
27551,618,1,25332
27552,593,2,46509
27553,363,2,37724
27554,975,1,1663
27555,185,2,23700
27556,62,2,11615
27557,554,1,46260
27558,138,1,43192
27559,616,1,36044
27560,124,2,15340
27561,567,1,12996
27562,37,3,20619
27563,158,1,27889
27564,359,2,8838
27565,377,2,28718
27566,849,3,8076
27567,296,1,42975
27568,931,2,24285
27569,461,1,2329
27570,93,3,31133
27571,353,3,40016
27572,519,1,355
27573,645,1,30274
27574,902,3,2490
27575,409,3,12252
27576,71,1,19615
27577,931,2,5306
27578,388,3,33393
27579,465,1,557
27580,937,3,48710
27581,795,3,11700
27582,274,2,2346
27583,557,3,25636
27584,39,3,8965
27585,516,3,45210
27586,722,3,11184
27587,882,2,29366
27588,177,1,39252
27589,312,2,15800
27590,494,1,35609
27591,764,1,39559
27592,663,3,3991
27593,741,1,7812
27594,786,2,7116
27595,188,1,14114
27596,559,1,17425
27597,550,1,32110
27598,465,3,225
27599,552,3,44136
27600,193,3,11396
27601,712,2,3189
27602,851,2,9664
27603,155,2,33551
27604,164,3,38945
27605,223,3,41254
27606,431,2,6178
27607,719,1,42157
27608,651,1,28454
27609,250,1,16796
27610,349,1,39373
27611,628,1,15139
27612,534,2,38993
27613,918,2,22470
27614,590,2,21473
27615,364,2,46355
27616,341,3,12194
27617,341,3,8509
27618,388,2,32336
27619,911,2,47746
27620,133,2,34819
27621,439,1,39229
27622,692,1,4014
27623,971,1,16500
27624,676,3,26670
27625,18,1,20406
27626,644,3,32076
27627,528,3,27206
27628,714,1,39944
27629,750,2,17379
27630,184,3,44015
27631,827,3,31467
27632,778,1,15018
27633,885,2,38380
27634,540,1,40035
27635,392,2,34133
27636,157,2,26586
27637,560,3,43220
27638,637,2,40427
27639,662,3,13262
27640,362,3,7441
27641,504,3,2922
27642,963,1,37348
27643,904,2,39778
27644,783,1,39950
27645,553,1,33237
27646,358,1,11825
27647,393,3,36449
27648,202,2,32398
27649,953,2,23816
27650,861,1,4075
27651,76,3,26987
27652,496,2,47835
27653,937,2,393
27654,874,2,19163
27655,4,1,31840
27656,245,3,41057
27657,906,3,23902
27658,791,1,2625
27659,601,1,40368
27660,477,1,38628
27661,300,2,4716
27662,705,3,3411
27663,322,3,5741
27664,707,2,29253
27665,279,3,31704
27666,58,2,48419
27667,250,1,9889
27668,458,3,12735
27669,384,1,18097
27670,213,1,14733
27671,361,1,1434
27672,333,3,24038
27673,381,3,18701
27674,400,1,34800
27675,515,2,39717
27676,132,1,12978
27677,624,3,33332
27678,672,1,8484
27679,780,1,28002
27680,144,3,26181
27681,286,3,3358
27682,519,1,21127
27683,913,3,15792
27684,310,1,38251
27685,521,3,7120
27686,708,1,39878
27687,638,3,29465
27688,998,1,5156
27689,797,3,1233
27690,209,2,19950
27691,830,1,23435
27692,515,2,28747
27693,432,1,37211
27694,691,1,13661
27695,440,2,20880
27696,957,2,16280
27697,115,2,7139
27698,344,1,14670
27699,72,1,30269
27700,839,1,936
27701,180,2,7871
27702,230,1,7585
27703,628,1,16720
27704,387,1,18103
27705,225,2,34596
27706,620,3,29503
27707,258,1,36548
27708,773,3,1418
27709,290,1,47391
27710,548,1,18904
27711,557,3,1059
27712,971,1,35113
27713,182,2,2199
27714,714,1,49111
27715,293,1,41765
27716,871,3,24670
27717,256,3,47436
27718,421,3,7032
27719,862,1,12102
27720,819,1,27866
27721,617,1,43089
27722,311,2,483
27723,132,1,15304
27724,711,2,32843
27725,763,1,33877
27726,333,1,17373
27727,995,2,10806
27728,195,2,17581
27729,512,2,15750
27730,113,2,16
27731,554,3,27911
27732,422,3,19404
27733,401,1,13235
27734,750,3,38603
27735,865,2,42114
27736,627,3,28510
27737,405,1,24468
27738,90,2,31992
27739,843,2,22120
27740,968,2,16813
27741,639,3,6226
27742,302,3,22761
27743,435,1,29139
27744,867,2,43460
27745,379,2,19080
27746,922,1,32468
27747,25,2,24113
27748,830,1,39745
27749,464,3,42228
27750,903,1,31349
27751,166,1,31487
27752,658,3,3168
27753,459,3,47971
27754,745,2,18818
27755,741,1,39702
27756,405,2,22872
27757,600,3,19636
27758,805,1,3051
27759,873,2,39303
27760,854,1,25844
27761,349,3,25894
27762,498,3,26555
27763,697,1,10337
27764,596,2,46545
27765,818,3,45398
27766,794,1,49868
27767,395,3,46401
27768,667,1,23765
27769,962,1,39638
27770,36,2,36032
27771,124,1,48719
27772,388,2,16660
27773,159,2,11925
27774,424,2,10105
27775,661,3,44132
27776,178,3,1371
27777,102,3,40429
27778,534,3,32957
27779,289,2,4106
27780,155,3,43089
27781,322,1,29142
27782,663,3,39152
27783,659,3,39273
27784,868,3,4381
27785,503,1,19356
27786,699,1,48164
27787,354,3,42666
27788,887,1,18516
27789,400,2,25189
27790,57,1,21972
27791,823,1,951
27792,838,1,18606
27793,608,3,130
27794,249,3,14930
27795,946,1,44398
27796,198,3,46367
27797,282,2,29386
27798,9,2,32532
27799,871,3,13779
27800,23,3,48986
27801,453,3,42174
27802,941,2,19966
27803,128,3,34227
27804,790,3,18636
27805,798,3,46197
27806,730,1,5165
27807,121,1,35216
27808,243,3,6036
27809,416,3,40048
27810,34,2,42050
27811,777,2,48874
27812,132,3,1077
27813,937,1,27818
27814,538,1,33245
27815,889,1,49815
27816,751,1,30693
27817,224,2,33030
27818,844,1,27164
27819,570,2,48841
27820,717,3,18334
27821,463,2,47622
27822,173,3,49463
27823,653,1,9528
27824,697,2,34738
27825,730,1,47991
27826,51,1,5938
27827,231,1,36009
27828,442,2,14533
27829,469,2,33444
27830,452,1,41295
27831,384,1,46375
27832,789,3,31124
27833,639,2,20905
27834,430,2,44289
27835,571,2,38809
27836,517,2,22062
27837,668,1,44855
27838,237,1,883
27839,842,2,6349
27840,253,1,38543
27841,222,3,44000
27842,159,1,39680
27843,723,2,24772
27844,50,2,31262
27845,182,1,29250
27846,465,1,24117
27847,302,1,5731
27848,596,3,9988
27849,563,2,27861
27850,671,3,37651
27851,316,2,23223
27852,720,2,42960
27853,132,1,3110
27854,954,1,4443
27855,474,2,8127
27856,375,1,28737
27857,895,1,38702
27858,20,2,46460
27859,77,3,43823
27860,287,1,33350
27861,487,2,5471
27862,180,3,25173
27863,813,1,14969
27864,806,1,34852
27865,457,1,1333
27866,67,1,2499
27867,638,3,49120
27868,188,2,1215
27869,106,2,26322
27870,1,2,34009
27871,811,2,40147
27872,414,1,28158
27873,11,1,27426
27874,977,3,39079
27875,415,1,40975
27876,284,1,31382
27877,428,1,21622
27878,86,3,34622
27879,554,1,12733
27880,158,1,1883
27881,299,2,46744
27882,359,3,46301
27883,467,3,24987
27884,521,3,47942
27885,466,3,32385
27886,299,2,17385
27887,62,3,29334
27888,571,1,43781
27889,163,3,34086
27890,236,1,19878
27891,956,2,13921
27892,703,1,21411
27893,878,1,37343
27894,4,2,35522
27895,746,2,42596
27896,859,1,20535
27897,304,3,36102
27898,777,3,24542
27899,471,3,44238
27900,351,2,10985
27901,145,2,34284
27902,819,2,33586
27903,626,2,16450
27904,607,1,31977
27905,963,1,23178
27906,278,3,24545
27907,240,3,433
27908,642,2,20047
27909,450,2,31772
27910,389,1,28885
27911,712,2,43283
27912,195,1,19861
27913,412,2,14598
27914,575,3,46008
27915,277,3,33224
27916,736,1,35428
27917,404,2,9179
27918,213,1,8240
27919,182,2,15295
27920,632,1,40118
27921,9,2,40492
27922,912,3,40832
27923,223,3,49271
27924,452,3,38985
27925,377,3,6814
27926,906,2,6701
27927,846,1,13933
27928,89,1,25315
27929,707,1,15831
27930,217,2,17786
27931,973,1,48139
27932,844,3,23197
27933,155,1,24629
27934,402,1,3873
27935,452,2,24246
27936,943,3,32405
27937,593,2,9857
27938,893,2,5158
27939,51,2,43362
27940,624,1,2793
27941,121,3,16625
27942,630,3,37831
27943,513,2,18220
27944,852,2,4520
27945,559,3,33141
27946,522,3,33963
27947,354,1,39343
27948,916,1,24888
27949,159,2,4145
27950,749,1,4893
27951,661,2,31649
27952,70,2,16865
27953,414,2,10132
27954,444,3,26598
27955,812,3,12649
27956,482,2,23841
27957,526,2,15446
27958,625,1,32845
27959,823,3,22749
27960,305,3,20178
27961,835,3,20
27962,573,2,18149
27963,301,2,38712
27964,801,2,47769
27965,30,1,14789
27966,781,1,29881
27967,449,2,30964
27968,696,2,34511
27969,272,3,12166
27970,456,3,48850
27971,638,1,40193
27972,455,2,25841
27973,445,3,42005
27974,471,3,34365
27975,436,1,35078
27976,26,3,38126
27977,652,2,37641
27978,16,3,1710
27979,842,2,9205
27980,982,1,7654
27981,323,1,6613
27982,633,1,12318
27983,1,1,34569
27984,628,1,29758
27985,943,3,32694
27986,844,1,47659
27987,276,3,29742
27988,3,1,41413
27989,774,2,47145
27990,39,1,45345
27991,847,2,14097
27992,789,1,30980
27993,276,1,38772
27994,142,2,8064
27995,438,1,43281
27996,855,2,38102
27997,568,1,35931
27998,835,3,20772
27999,413,2,9192
28000,971,3,13420
28001,355,3,40225
28002,564,1,25605
28003,564,1,18323
28004,28,1,30328
28005,364,3,23847
28006,90,1,2626
28007,315,2,48423
28008,948,2,27789
28009,736,2,21605
28010,80,1,6070
28011,967,1,3346
28012,67,1,34919
28013,289,3,5063
28014,669,1,14420
28015,650,2,29741
28016,926,2,7134
28017,798,2,16525
28018,426,2,48320
28019,134,1,24604
28020,745,3,16312
28021,187,3,1989
28022,770,2,49501
28023,12,2,34047
28024,316,2,19010
28025,318,1,15584
28026,146,2,30817
28027,558,1,2838
28028,328,3,36138
28029,659,1,20461
28030,196,2,44975
28031,548,1,4391
28032,218,1,5596
28033,534,3,14058
28034,246,1,28614
28035,666,2,17644
28036,392,3,45309
28037,228,2,2051
28038,828,1,7928
28039,54,3,35602
28040,677,1,46392
28041,488,2,1649
28042,618,2,18743
28043,640,1,21860
28044,768,3,10048
28045,224,3,5634
28046,182,3,15154
28047,368,1,15125
28048,663,1,10610
28049,806,1,7195
28050,217,1,41440
28051,98,2,9542
28052,896,2,1555
28053,181,2,25803
28054,980,3,16625
28055,399,1,12979
28056,15,3,40204
28057,104,3,882
28058,537,2,21586
28059,661,1,13471
28060,543,2,26342
28061,446,1,48422
28062,852,3,16604
28063,530,3,13618
28064,617,3,33054
28065,343,3,38691
28066,127,3,8975
28067,792,1,4103
28068,605,1,24063
28069,650,1,9937
28070,878,2,39496
28071,279,1,36337
28072,425,3,43088
28073,198,1,44270
28074,281,2,30852
28075,949,3,15333
28076,743,1,18471
28077,280,1,6372
28078,723,2,38610
28079,617,3,44670
28080,384,3,27825
28081,820,1,21756
28082,684,3,49909
28083,379,1,33724
28084,547,1,4078
28085,902,2,35961
28086,879,1,10427
28087,541,1,24545
28088,640,3,12543
28089,336,2,41608
28090,178,1,3469
28091,523,2,45987
28092,137,3,3801
28093,496,2,12248
28094,534,2,42000
28095,448,2,17127
28096,389,3,35484
28097,927,2,41301
28098,238,3,8612
28099,253,2,30611
28100,645,2,47989
28101,48,1,34467
28102,92,2,12433
28103,897,3,14363
28104,784,2,31474
28105,287,2,1459
28106,538,3,43783
28107,346,2,10123
28108,468,3,6363
28109,445,1,15098
28110,565,2,15166
28111,84,2,12390
28112,903,1,33807
28113,263,3,36236
28114,359,2,39795
28115,748,2,37183
28116,105,3,11899
28117,986,3,48132
28118,193,3,26406
28119,545,1,29163
28120,919,2,42962
28121,620,1,13935
28122,866,1,43075
28123,607,3,14873
28124,130,2,44645
28125,834,2,28814
28126,909,3,10759
28127,208,1,25794
28128,973,3,23695
28129,429,3,5540
28130,523,3,17069
28131,968,2,24039
28132,399,1,4521
28133,502,3,23411
28134,848,1,38628
28135,721,2,11136
28136,784,1,15144
28137,245,3,26239
28138,250,3,6472
28139,207,1,13994
28140,540,3,40871
28141,495,3,38893
28142,784,2,30023
28143,105,1,46669
28144,118,3,32359
28145,603,1,23845
28146,931,2,26861
28147,348,3,27313
28148,883,3,20190
28149,430,2,17361
28150,106,3,20515
28151,571,3,27378
28152,927,1,6221
28153,623,1,14146
28154,725,1,26449
28155,508,3,46365
28156,788,2,10457
28157,371,3,34610
28158,294,2,18894
28159,467,2,37523
28160,938,2,23956
28161,302,3,38403
28162,695,2,23634
28163,937,2,27382
28164,678,1,24325
28165,382,2,45353
28166,660,1,15664
28167,679,2,5766
28168,566,2,44942
28169,703,3,9868
28170,503,2,36072
28171,828,3,2407
28172,981,1,21060
28173,200,2,7981
28174,56,2,32038
28175,299,1,32240
28176,125,2,9248
28177,570,3,42309
28178,400,1,11373
28179,776,3,3879
28180,779,2,9306
28181,241,2,21053
28182,43,3,12923
28183,915,1,13825
28184,858,3,44821
28185,821,2,16840
28186,598,2,38696
28187,150,2,29680
28188,603,2,33588
28189,457,3,24740
28190,673,1,17307
28191,510,2,34137
28192,118,1,41956
28193,711,3,22489
28194,127,3,8980
28195,396,1,37628
28196,869,2,15267
28197,643,2,47311
28198,776,1,34176
28199,382,3,7472
28200,716,2,339
28201,173,3,40944
28202,274,3,3588
28203,982,3,46144
28204,17,1,16743
28205,678,1,11058
28206,2,2,43354
28207,420,2,4196
28208,906,3,45095
28209,519,3,49390
28210,560,3,47116
28211,854,2,10084
28212,924,3,45672
28213,178,3,38282
28214,28,2,251
28215,755,2,33657
28216,669,1,13284
28217,165,3,30895
28218,408,2,7884
28219,93,2,9532
28220,684,1,21301
28221,618,3,12666
28222,267,3,26022
28223,216,1,36988
28224,640,3,34570
28225,719,1,31508
28226,813,2,45012
28227,933,3,8735
28228,30,1,245
28229,199,3,23446
28230,173,1,29170
28231,349,3,47897
28232,203,3,6392
28233,143,2,29409
28234,611,2,45285
28235,778,2,42027
28236,736,1,3920
28237,36,1,26832
28238,721,3,16345
28239,52,1,32756
28240,460,2,13358
28241,686,1,40442
28242,866,1,46398
28243,20,1,35167
28244,460,1,45266
